id,Max SNRs,Match Targets,Actual Targets,Classified Targets
020d0260f9,13.641629645458371,0,0,1
020d072151,25.70496864750977,1,1,1
020d083041,14.332079176573462,0,0,1
020d23333c,13.22150624396056,0,0,1
020d3b9c9e,13.166544112526068,0,0,1
020d3c650e,15.132985697301368,1,1,1
020d67edbb,14.42557942131046,0,0,1
020d83f780,18.06817498219817,1,1,1
020d8674ff,15.281300991259602,1,1,1
020dad2ebf,14.276534729055848,0,0,1
020dd01111,15.817285020160291,1,1,1
020e081dcb,53.49288907228533,1,1,1
020e29785d,14.028039880856005,0,1,0
020e3c8f3c,14.66922845025098,0,1,0
020e4e7fc3,15.036071235304874,1,1,1
020e5621a2,22.37383139466005,1,1,1
020e59c544,16.041712056413733,1,1,1
020e6c4a49,14.476719213577102,0,0,1
020eca708e,14.34839041559036,0,0,1
020efbacf3,14.15440008651618,0,1,0
020f0274df,50.59783973610723,1,1,1
020f0d15bf,14.371505243292972,0,0,1
020f20481f,14.29279327823076,0,0,1
020f40d42c,15.671442588062758,1,0,0
020f4526c9,15.000409087136472,1,1,1
020f6db09e,13.353440043692174,0,0,1
020f93d0d4,14.620166426481314,0,0,1
020fa520ae,24.183670004608366,1,1,1
020fade1b0,14.182843871840458,0,1,0
020fc23d64,14.372243434657602,0,0,1
020fdbb379,17.666540756058296,1,1,1
020ff06eee,14.869443254112303,0,0,1
020fff88e9,15.531232873881276,1,1,1
021010415d,14.539811810687938,0,1,0
021031636c,16.106699224431406,1,1,1
0210317e80,15.633625749361633,1,0,0
021046291c,13.724060863078147,0,0,1
02105235c6,22.30651943688438,1,1,1
02108142e7,14.06364583351644,0,0,1
0210ec149d,22.193405051943312,1,1,1
021104d182,14.034553855699624,0,0,1
02114c5e65,27.86082755267847,1,1,1
02116331c9,14.561328243394504,0,1,0
0211682dfb,13.814657994861946,0,0,1
0211826257,14.247452685651153,0,0,1
02118c8a94,13.994519125143425,0,0,1
02118d48f0,27.73891941685834,1,1,1
0211ae0ed4,45.9599087972627,1,1,1
0211c7be85,13.682738251385093,0,0,1
0211d618ae,14.710349531247868,0,0,1
0211d6c382,13.489066651504874,0,0,1
0211fab99c,21.216959542943385,1,1,1
021207704c,14.509250431303553,0,0,1
0212265685,14.209910708416096,0,1,0
02122c7f19,13.158320403281651,0,0,1
02126d73ed,38.750174537115846,1,1,1
021276eba8,22.16038577849406,1,1,1
02127ced17,14.220903541361766,0,0,1
02127e911c,13.94594400201245,0,0,1
021294e577,13.830527085535596,0,0,1
02129651cf,14.565550212221556,0,0,1
0212a7cfe6,14.357782824985405,0,0,1
0212aa643f,13.042833335408526,0,0,1
0212b3dba9,13.677091621958802,0,0,1
0212ba6048,14.1537471514109,0,0,1
0212bf2c91,13.832739353442378,0,0,1
0212c803fc,13.063715795722224,0,0,1
02131797a3,20.82324027178174,1,1,1
021325d1fe,14.38640894728974,0,0,1
0213265daa,18.94192608865624,1,1,1
02135c0fe4,14.291503200322715,0,0,1
0213653d4e,18.63284657082269,1,1,1
0213678c9a,17.273802185472668,1,1,1
02137fc3a4,14.510114318323428,0,0,1
02139ced06,17.314888273669595,1,1,1
0213a51e42,13.89933486248348,0,0,1
0213abb339,19.48284941210503,1,1,1
0213b6d973,67.74463739578708,1,1,1
0213bd0ac3,14.815478286234953,0,0,1
02140e5b2c,13.734858920503726,0,0,1
0214116d4b,16.940653045689814,1,1,1
021425601a,14.92550307474393,0,1,0
0214309bdb,14.837497169980054,0,0,1
02143174c0,15.454839504374064,1,1,1
0214318485,13.477141472337852,0,0,1
02143f91cb,13.4538402874444,0,0,1
02144f351e,14.319501029725163,0,1,0
021462299d,13.956555694807369,0,1,0
021475f8ec,18.112436793790103,1,1,1
02148c614d,14.873057141554636,0,0,1
0214a869dc,14.655407407211683,0,0,1
0214f1fc06,26.933349639950396,1,1,1
0214f5d07e,14.44571042675176,0,0,1
0215025ece,40.09932645236052,1,1,1
0215234f06,13.693780522447057,0,0,1
02153eafbc,14.6194424847943,0,0,1
02158ad897,14.90055737404187,0,1,0
02159baef7,14.340866198404091,0,0,1
0215dfc8fe,15.774411639177517,1,1,1
021650e94d,14.13911970193785,0,1,0
021668580b,34.324837102237,1,1,1
02167ee795,13.626010754184149,0,0,1
0216ab32a6,14.940691567871191,0,1,0
0216b02e1c,13.763582658232616,0,0,1
0216be5fd4,15.227738865489414,1,0,0
0217091708,14.306040618660166,0,0,1
021721fd68,13.429514707917669,0,0,1
021729d571,14.375108242942233,0,0,1
021736906d,14.187718298660023,0,0,1
0217997147,14.339510836087168,0,0,1
0217b9d6b2,14.155621109911678,0,0,1
021807cf58,14.626648467712853,0,1,0
021816285e,17.676182647202253,1,1,1
021822eb4f,14.510860036660524,0,0,1
021846bad5,16.56808464896811,1,0,0
02185f6f7f,16.547259386883244,1,1,1
02186d6989,16.733581808027203,1,1,1
0218802124,26.032792425217337,1,1,1
0218e70c62,24.1343134520785,1,1,1
02193b1d97,13.962903625894327,0,0,1
0219bffed8,14.1343295322739,0,0,1
0219c1570d,13.86969762059675,0,1,0
021a33b5e0,14.84150958658773,0,1,0
021a5966fc,25.645589785661404,1,1,1
021a5ec43c,16.590821423215925,1,1,1
021a6b20a7,14.712730543623705,0,1,0
021a7385a3,13.913318214906004,0,0,1
021b3e8cd5,14.16437196650532,0,0,1
021b4bf368,14.730408172943992,0,0,1
021b4db507,27.58529647845257,1,1,1
021b5ad56e,16.21876723099691,1,1,1
021b7185e9,21.01904715357575,1,1,1
021b947d9d,13.927652540934009,0,0,1
021bb76f8d,14.085728359042218,0,0,1
021c0b24ad,14.873250754220988,0,0,1
021c0ee67f,21.6195510296587,1,1,1
021c1cf31f,13.789583047136578,0,1,0
021c25a5e8,22.45500130267449,1,1,1
021c2f9b68,14.453295475259504,0,0,1
021c7ab211,14.804130404146644,0,0,1
021c87cae4,16.3933195716206,1,1,1
021cc1b3c6,14.380974910816178,0,0,1
021cc26e20,14.123296082593344,0,0,1
021cc33737,14.03980803012098,0,1,0
021ccd5a60,14.216804074390994,0,1,0
021cd05cc9,14.267931768267784,0,0,1
021cf80854,14.36531708830552,0,0,1
021d07bcfd,14.428300529652269,0,0,1
021d0c2a98,18.45374498689737,1,1,1
021d22a464,14.295492983092128,0,0,1
021d26a498,13.398854897681195,0,0,1
021d4138ed,14.094938239784488,0,0,1
021d7f9f35,16.37045247956612,1,1,1
021d8be011,13.936721908779598,0,0,1
021dbb6f85,14.327935827306623,0,1,0
021dbf8755,14.631345467610934,0,1,0
021dc2b2b2,13.902362396007,0,0,1
021deab51d,15.413228530807237,1,0,0
021e162dd7,13.378141979226106,0,0,1
021e1e98f7,15.382614625628385,1,0,0
021e4e50d3,14.145047797398387,0,0,1
021e58c14e,14.667322409847207,0,0,1
021e6dbfd2,13.704978491994964,0,1,0
021e6fcb18,28.920596904785157,1,1,1
021ec689d0,14.972868086575728,0,0,1
021ee7cf73,14.544187158506812,0,1,0
021f2a68b9,15.345012795168458,1,1,1
021f3ffa46,19.12198715069788,1,1,1
021f605c08,15.074484227117797,1,1,1
021f610722,19.31366366535035,1,1,1
021f79f8c7,13.378668185906806,0,0,1
021f7ae3e3,13.393066451143763,0,0,1
021f9aa2fb,16.31672576040441,1,1,1
021fa97763,17.26256660049818,1,1,1
021fa991bb,21.630923241517124,1,1,1
021fb5a9dc,24.110358251633404,1,1,1
021fca9975,14.44775714977433,0,0,1
0220196ebd,14.891610779938922,0,0,1
02202118cd,14.349219945413765,0,0,1
0220308281,14.791797037594089,0,1,0
02206bcf18,16.057567762832406,1,0,0
02206fd629,14.516671483593584,0,0,1
0220712612,13.671331318156216,0,0,1
0220b1114b,25.56461312997393,1,1,1
0220b26815,14.036881563359696,0,0,1
0220c7f084,13.703527605187094,0,0,1
0220d458af,14.301278771220574,0,0,1
0220db3944,14.505196233012072,0,0,1
02210a90c3,13.929919075823314,0,1,0
02210ae21b,13.851260985379268,0,0,1
0221309ab4,14.153850993958311,0,1,0
02218fecac,13.614637436061596,0,0,1
0221b1f488,18.481633805564485,1,1,1
02226befce,13.730472082692184,0,1,0
0222907311,17.345590747140243,1,1,1
0222b308da,14.757617868579088,0,0,1
0222c1f09f,14.004922085930213,0,0,1
0222cd428c,17.138487176935374,1,1,1
0222d9b2fe,13.21565844689778,0,0,1
022349fdaf,21.913488040238377,1,1,1
022362270d,14.215092474417984,0,0,1
02236adc70,14.784891920921504,0,0,1
022384f756,13.559365952327482,0,0,1
0223e6b879,14.141431352852292,0,0,1
02242d0733,16.80199902993983,1,1,1
022439d451,15.593850493252884,1,1,1
022441fc51,16.326170068842583,1,1,1
0224580974,14.80278995802376,0,1,0
02245bf07b,17.469402478343227,1,1,1
0224640a20,14.823377478107528,0,0,1
022466a80e,14.79002194893631,0,1,0
02247b0a71,15.039582219479875,1,0,0
0224bd9cb4,12.8351636849167,0,0,1
02250e7fa0,14.237209354738862,0,1,0
0225466cf5,14.21687782095265,0,1,0
02254f6988,13.612246808121029,0,0,1
0225651266,14.61377051320252,0,0,1
022591943a,14.57114948622523,0,1,0
0225baccdb,14.79778972596448,0,0,1
0225f770de,14.534833139371752,0,0,1
02261f3571,14.938654094896709,0,1,0
022630549f,13.131816452216905,0,0,1
02263de55c,14.88427701992467,0,1,0
02268b0587,13.727277989044431,0,0,1
02269c187f,13.4625515412062,0,0,1
02269c940f,13.235383519547238,0,0,1
0226d6fa7b,14.796960353181005,0,0,1
0226daf9d1,15.150669412152102,1,1,1
0226e7ce2b,13.872543106157178,0,0,1
0226f362d9,16.592372020522294,1,1,1
02272fe316,14.143313307495486,0,0,1
022740170b,13.842646370288556,0,1,0
0227563003,14.097979717467634,0,0,1
022793de43,13.926729418992862,0,0,1
0227a8166d,20.425750336605518,1,1,1
0227fae612,14.674646385759036,0,0,1
022809f5c6,20.7050394077249,1,1,1
02280d1755,17.486845352481478,1,1,1
02282c0581,13.925059941969948,0,1,0
0228493008,13.939791146134102,0,1,0
02285ec8c8,14.30011867727182,0,0,1
022869f280,14.24167696685988,0,0,1
022895df6e,14.69651956241579,0,1,0
0228ad01df,15.145770916235872,1,0,0
0228c9f098,15.314527888019285,1,0,0
0228ed6212,14.26669381691446,0,0,1
02290555d9,14.064916776035968,0,1,0
02291bd527,13.652695162534012,0,0,1
02292040ca,13.820404433409928,0,1,0
02293e890b,14.29552435649434,0,1,0
02293fcc9f,14.385129330288642,0,0,1
02295b7865,14.634172840011349,0,0,1
02295f2e6d,27.317741114364296,1,1,1
02297089ae,14.639493898468164,0,0,1
0229c4b1cf,14.186638881766356,0,0,1
0229da1a7b,14.151256936518562,0,0,1
0229db611c,13.577847377374084,0,0,1
0229fcf772,15.425409195496773,1,1,1
022a13dab3,16.900988959361495,1,1,1
022a5843c6,13.982334509444176,0,0,1
022a639bb4,18.161514513499142,1,1,1
022a8a2c7f,14.897593577930166,0,1,0
022ac291bc,13.560828993389812,0,0,1
022af3f5cf,15.792881415947454,1,1,1
022afef650,13.904855307566972,0,1,0
022b1dde06,13.41647072864166,0,0,1
022b2c2af3,17.363725963961986,1,1,1
022b4bf21f,23.732963733228733,1,1,1
022b4c2e5f,23.39843906247059,1,1,1
022b559789,15.124517194559566,1,0,0
022b58d6a1,15.034231453437265,1,1,1
022b889564,15.17361738918916,1,0,0
022b9fa057,19.548757128084038,1,1,1
022bb60772,24.04766376556687,1,1,1
022bea47c2,14.43887493025295,0,1,0
022c0ebcc5,13.750537489027208,0,0,1
022c48e331,13.729569039942175,0,0,1
022c5f0527,14.26875880032153,0,0,1
022c63a5b0,21.908951641137318,1,1,1
022c753c76,14.418201463905152,0,0,1
022c785cf0,13.486446348700465,0,0,1
022c7bcecb,14.152705695216625,0,0,1
022cc202ea,13.466310019868212,0,0,1
022ce489e9,18.164785337764016,1,1,1
022d3fe0c2,16.607494857455368,1,0,0
022d452b6f,13.470098592446533,0,0,1
022d5278e4,20.98428167783681,1,1,1
022d8c8ddf,20.532937602811124,1,1,1
022dab120d,13.411827111814429,0,0,1
022dd5d647,14.304556361370173,0,0,1
022dec58dd,13.963385399327798,0,1,0
022e07183b,15.203997859690364,1,1,1
022e102255,14.075796535903496,0,0,1
022e35bb7a,15.20663641768776,1,0,0
022e4a6a50,14.006961476419791,0,0,1
022e58207a,23.502071185718457,1,1,1
022e58d75a,43.984127742755234,1,1,1
022e7d72ec,18.48421948799068,1,1,1
022e9d1867,14.562668614101886,0,0,1
022ed9a0ce,23.32318144561461,1,1,1
022ee44a4f,15.23526758809279,1,1,1
022f2bb931,14.02450563247612,0,0,1
022f389218,17.03699781804174,1,1,1
022f77226f,14.858090903648,0,0,1
022f7eb035,14.202158355548503,0,0,1
022f85c87a,14.165232989221716,0,0,1
022ff0e6f9,13.366184960428042,0,0,1
022ffd2384,13.624131647148578,0,0,1
02300b1514,25.13295935565514,1,1,1
0230781117,22.176137952553567,1,1,1
02308e1df9,14.459824086936171,0,0,1
0230ea085e,26.329746532303798,1,1,1
02311e9c55,13.658408392191866,0,0,1
0231207752,16.354218374058107,1,1,1
023138e112,14.36241221552148,0,1,0
0231475180,14.227721145662391,0,0,1
023151c2f1,28.163980102482626,1,1,1
0231585985,14.147361830775935,0,0,1
023161aa09,13.309271724124017,0,0,1
023163a954,16.40398443050452,1,1,1
0231915bea,13.99299871696372,0,0,1
023192c1ad,17.120859897013624,1,1,1
0231aa6ba6,13.91144036549299,0,0,1
0231bd1056,16.7160213187335,1,1,1
0231bf2b8a,14.721408510582602,0,1,0
0231eef0ca,13.68236854909496,0,0,1
023223d7af,13.947564284094684,0,0,1
023240d764,14.509032557122245,0,0,1
0232902430,14.46361867350033,0,0,1
0232936dec,14.137701461111163,0,0,1
0232982f3d,14.436402264435785,0,0,1
0232ca429f,14.654572946854158,0,0,1
0232caeed5,23.324094021027413,1,1,1
023304c4f5,13.782115187677046,0,0,1
023309e18d,14.27993203292936,0,0,1
023315b95a,14.000882982473389,0,0,1
023317aff1,13.818753638705047,0,0,1
023342c1cf,14.254191915039694,0,0,1
02336a9c67,14.36033394617326,0,1,0
02336f6594,14.29543822128278,0,0,1
02337173c9,13.45989065254954,0,0,1
02338550b5,50.192126027177366,1,1,1
02338f0283,16.238208900362437,1,1,1
02338fd084,14.30863538575482,0,1,0
02339cbd9f,15.168490602211,1,1,1
0233d0b82a,15.264772879855364,1,0,0
0233f69979,14.63445698470283,0,1,0
0234460e81,51.50194438876169,1,1,1
023456315a,14.326850959689253,0,0,1
023467f608,14.578036277726186,0,0,1
023483450c,14.114245971044037,0,0,1
02348507bb,13.97638480249396,0,1,0
0234a6077e,13.374756514093288,0,0,1
0234c658e4,15.254874178361312,1,1,1
0234c808ab,13.450270853876324,0,0,1
0234cf3fd5,15.324674003154987,1,0,0
0234d8a29b,14.582509929327006,0,0,1
0234f14c72,13.359724540259752,0,0,1
0234f4bb3b,13.683218518696298,0,0,1
02353ac525,13.82079210898463,0,0,1
0235819285,14.545419819067911,0,1,0
02359cda2a,14.0961718416873,0,0,1
0236434d8b,14.369930430358233,0,1,0
02368a2bd0,14.188115562835812,0,0,1
02369d0a86,17.63956504899637,1,1,1
02369fcd0c,18.289629810958665,1,1,1
0236a5164e,13.627229239850426,0,0,1
0236bc70d7,15.498342603812675,1,1,1
0236c9ef01,15.058365175120372,1,1,1
0236cecfcc,16.033244538596737,1,1,1
0237090b3b,15.07702595827438,1,0,0
02370b3bb4,14.428665297533826,0,1,0
02371abb77,13.584379272689588,0,0,1
023748ffab,14.429619307588336,0,0,1
02374946ce,40.66630430652805,1,1,1
0237587b09,14.977418393355478,0,1,0
02377f3eee,18.82894805431281,1,1,1
0237861b91,15.134898998401088,1,0,0
0237994120,14.154352499166828,0,0,1
0237a54484,16.728849419420342,1,1,1
0237d81eb3,15.237812374348511,1,0,0
0237db8ed4,14.552616634429407,0,0,1
0237e81f7d,14.487852263023353,0,0,1
02380df011,15.180230087644508,1,0,0
023840bb7e,23.406846246276512,1,1,1
023843c637,22.086948000817927,1,1,1
0238793aa7,14.016573157636994,0,0,1
02387ad70e,25.188505676529097,1,1,1
023880fe20,13.846036997320327,0,0,1
0238cd1c19,15.37915876287021,1,1,1
0238db48bf,15.73546697595664,1,1,1
0238e2d08e,13.320503461879175,0,0,1
0238e5f607,14.391681292308991,0,0,1
02390346e7,13.461412264727027,0,1,0
023952d7ab,16.350730867063636,1,1,1
02396c7d1b,15.126868323763627,1,0,0
023973c73a,15.615990408763846,1,0,0
0239753c47,15.004021850684186,1,0,0
0239c02efa,14.031050098211336,0,0,1
0239c818c4,14.668176757973114,0,0,1
0239d24891,14.469492559793126,0,0,1
0239d6a794,14.0760789837678,0,1,0
023a19838a,15.424384779823376,1,1,1
023a23a0ad,14.272189148750822,0,0,1
023a25615e,13.999156446344834,0,0,1
023a48ca6c,15.051403002443402,1,0,0
023a6ecf30,34.785256898716845,1,1,1
023ac108b5,17.307544155479427,1,1,1
023aea4f52,13.940150947383922,0,0,1
023b002b72,16.611550595373373,1,1,1
023b4ec390,15.119218693172638,1,0,0
023b73ee37,14.455044258149922,0,0,1
023b9f69a0,13.995083309929283,0,0,1
023bdbc8ca,14.613308838336762,0,0,1
023bdf7827,16.035165300286668,1,1,1
023bfe0279,14.243571008506052,0,0,1
023c042855,14.744670360629812,0,1,0
023c05951a,14.1412972083516,0,0,1
023c12b5ef,14.948253720461691,0,0,1
023c59a3c1,13.813082685327975,0,1,0
023c6133da,16.596257908734113,1,1,1
023c95229c,13.779685417441048,0,0,1
023cb50604,15.771588626271242,1,1,1
023cbc7fb4,14.05058074648854,0,0,1
023cc38b45,16.50316996045347,1,1,1
023cd77c7c,14.287034913043437,0,1,0
023ce05586,22.844168095893373,1,1,1
023d0bdf6c,20.0587304361647,1,1,1
023d282c01,42.988295360584935,1,1,1
023d4670d0,14.415300252031832,0,0,1
023d4c7f71,37.47310515817164,1,1,1
023d548837,18.224628288492937,1,1,1
023d8f4bfa,13.899474251670748,0,0,1
023d947d72,14.538594804152511,0,0,1
023dace8d8,15.38619630906603,1,1,1
023db1ebc2,19.328276487985903,1,1,1
023e13a09c,13.920222593131864,0,0,1
023e2bf9fd,15.319848226249622,1,0,0
023e46b570,14.79230860709637,0,0,1
023e48034e,16.001174213570195,1,0,0
023e517fc3,14.01758883068674,0,0,1
023e5189c5,14.11823063143775,0,0,1
023e79f024,13.307879132423992,0,0,1
023eac1782,23.471317656173905,1,1,1
023ec53065,14.971953839632556,0,1,0
023ed0e0ec,13.289197278919229,0,0,1
023f02b48d,13.787316640450149,0,1,0
023f044258,14.09460101620575,0,0,1
023f055511,13.655782287065657,0,0,1
023f070e38,13.889358963965195,0,0,1
023f245a24,15.19680399445114,1,1,1
023f481b8b,14.895855723482946,0,1,0
023f620595,15.087487006533935,1,1,1
023f953b23,17.06229866123749,1,1,1
023fba9842,14.767806326527442,0,0,1
023fddf8ee,14.857533844890323,0,1,0
023fdf38b6,14.910535728564945,0,0,1
023ff15fac,14.746107898974785,0,0,1
0240474f3d,14.004969166586474,0,0,1
024097d5c6,15.114388375260273,1,1,1
0240a403c5,14.726616438012618,0,1,0
0240c1630a,14.249824023322232,0,0,1
0240da2545,14.802036619893457,0,0,1
0240fb1c78,15.283915294461366,1,0,0
02410ab746,30.037049712767733,1,1,1
024166587b,18.36557154400128,1,1,1
02416d2b11,14.54321342162645,0,1,0
02417ade89,26.1330072519822,1,1,1
0241bbce7d,31.91065411134392,1,1,1
0241dc276f,13.513590234159636,0,0,1
024227f547,14.61661185485125,0,1,0
02422d6c38,13.930765713828762,0,0,1
024233fbaf,14.636581965099593,0,1,0
024241c1dd,15.03463559666357,1,1,1
02427c1d51,13.80502249820635,0,0,1
02428810ef,15.787107950071158,1,1,1
0242e1449b,14.553760392358406,0,0,1
0242f689de,14.51570145475025,0,0,1
0243148937,14.196212081869444,0,0,1
02432d851c,14.86831480548694,0,0,1
024331a04d,14.53982553978987,0,0,1
02433395aa,15.253029620750585,1,1,1
02433ed3e9,14.46904067512722,0,1,0
0243454628,14.089254376745211,0,0,1
0243790352,27.89794852186235,1,1,1
024385ab85,14.380356572873104,0,1,0
0243953125,17.039372280114527,1,1,1
02439f3315,15.755135593106624,1,0,0
0243a1dd2d,14.98150800701511,0,0,1
0243eb2d30,17.89971165845148,1,1,1
0244337a63,13.5868299409162,0,1,0
0244413f68,13.782843715149037,0,0,1
02445e8dcb,18.092523160719782,1,1,1
024461878e,15.119836464896434,1,0,0
024494529a,31.35201212662388,1,1,1
02449a0e10,16.22362620469677,1,1,1
02449ce321,15.092084462261443,1,0,0
0244b87381,13.365590515035915,0,0,1
0244e55f27,13.53556034405242,0,0,1
02452c04e8,15.624308748932602,1,1,1
02452fb61e,14.848019427264855,0,0,1
0245615e81,14.629312354378584,0,1,0
024568e402,13.993888598937236,0,0,1
0245a5c4e9,24.444239630108864,1,1,1
0245dc6399,14.014344234019982,0,0,1
0245e03f3b,13.876403059113825,0,1,0
0246002062,20.408701190865628,1,1,1
0246109568,14.478502756636267,0,0,1
02461ac606,102.664261583719,1,1,1
024629c1d9,15.060052978305889,1,1,1
0246520d0a,14.40467604914311,0,0,1
02467278c6,14.25028176318698,0,1,0
024677d42a,13.543057606965128,0,0,1
02470a2ed1,17.174489423485497,1,1,1
02470bc9f0,14.823189824566189,0,0,1
02470bf487,21.025260643771773,1,1,1
024714c7d3,14.243016414229787,0,0,1
02475f18ed,23.869922242464447,1,1,1
02477b640e,18.86509679834773,1,1,1
024791bac3,15.085095157367595,1,1,1
024798f55a,71.54219960427423,1,1,1
0247b3654f,13.378759821304683,0,1,0
0247d9e128,13.746490717184454,0,0,1
0247edc6ce,14.882921228320384,0,1,0
02480137f8,15.725346637870537,1,1,1
02480e3ba4,15.092081543853066,1,1,1
02482df5f6,14.629571800032275,0,1,0
0248437a30,18.88091041985233,1,1,1
0248628c7a,15.022910101237288,1,1,1
024870b0c8,15.215425908069534,1,1,1
02488d290e,14.683468957179512,0,0,1
0248b568d6,19.325364745363224,1,1,1
0248bf3210,14.063424048434882,0,1,0
0248e74628,29.023051822114446,1,1,1
024946d082,15.796218394481258,1,1,1
024962a083,22.101838855694798,1,1,1
02496318a3,13.976012487036517,0,1,0
0249926cc2,13.77090972919522,0,0,1
02499b2dc2,13.25933551048086,0,0,1
024a16ff8a,14.478936025314162,0,1,0
024a36521b,15.547988092065772,1,0,0
024aad7d57,30.27860677171792,1,1,1
024adce76e,13.829723509036944,0,0,1
024afe68ea,14.598577364374403,0,1,0
024b0a888a,42.05758068625149,1,1,1
024b0ee8f2,14.44997726311586,0,0,1
024b691159,13.870611010718516,0,0,1
024b8a7f4b,14.118778181419897,0,0,1
024b9935af,14.026905055711588,0,0,1
024be24929,19.687301345458103,1,1,1
024c156a55,13.784178979961696,0,0,1
024c211f39,14.054207662285966,0,0,1
024c772ef3,14.449718755499475,0,0,1
024c80ad70,14.963138397412678,0,0,1
024c8f32e9,13.689208660171063,0,1,0
024c9ff6c1,14.127281373902186,0,1,0
024ca4035c,15.31130743485748,1,1,1
024cabddf5,16.464972196422163,1,1,1
024cb1c28f,13.904913593729123,0,1,0
024cdd2445,14.774993968527603,0,0,1
024cf45747,14.880613863264047,0,1,0
024d50a56d,14.128762506817129,0,0,1
024d52a87e,14.731342305040204,0,1,0
024d9f173e,18.04460353032371,1,1,1
024dbee6be,13.915605636808198,0,0,1
024dc2f6ca,13.73804943363528,0,1,0
024dca6de4,14.379930853172674,0,0,1
024dceb0de,15.113416910941227,1,1,1
024ddcd55e,14.651994401706826,0,1,0
024de99497,22.511876100728443,1,1,1
024df1b314,26.922770781471044,1,1,1
024e1789d8,14.161181901996166,0,0,1
024e2de88f,14.129086522532605,0,1,0
024e2ef6e3,14.706856574518488,0,0,1
024e320b53,14.12067285522794,0,0,1
024e561e82,16.760911190356026,1,1,1
024e60db7d,14.822174148334756,0,1,0
024ea9e578,13.909535029671453,0,0,1
024eaba2db,13.776230909847593,0,0,1
024eb0df31,14.50507344904284,0,1,0
024ee29d77,14.21745570686379,0,0,1
024ef297c6,14.520149700635375,0,1,0
024f069a56,13.895696120269257,0,0,1
024f19e49d,14.10993862458373,0,0,1
024f422493,13.861766874745015,0,0,1
024f5313fe,15.260917548132085,1,0,0
024fe31385,14.453777785419607,0,0,1
025003675a,13.506158461748806,0,0,1
02502bff09,15.285474269515332,1,0,0
02504cd42a,19.92427600142924,1,1,1
02504e4fd2,13.7181046115068,0,0,1
025056728f,15.202857753387123,1,0,0
025057c87f,15.185407661739568,1,0,0
02505b33c5,13.2760663519773,0,0,1
0250649cc6,14.580698318751612,0,0,1
025099b2ab,14.90558977692488,0,0,1
025102667c,14.661274270552036,0,1,0
025117c28b,15.423010053895329,1,0,0
02511dfa50,14.514207459612775,0,1,0
025126e010,14.277099879386972,0,0,1
02517c41fc,14.79751430824926,0,1,0
0251e49cea,18.356967292507896,1,1,1
0252097ab1,15.291811151432183,1,1,1
02522ac1d6,18.13885502590594,1,1,1
02525cf05f,14.073991380021845,0,0,1
0252860d8f,13.93065956727241,0,0,1
0252b6bd9d,13.407786526132764,0,0,1
0252efe998,14.718966505257756,0,0,1
0252f38ac0,15.17747980795157,1,1,1
02532d5453,14.071462383001505,0,0,1
02533c18da,13.450882722777862,0,0,1
025361d76a,14.221635124593476,0,0,1
0253667ffd,14.895673067513814,0,1,0
025375d715,15.271891416491798,1,0,0
0253cce6f7,13.840110274832409,0,0,1
0253d43f82,13.997404538626718,0,0,1
0253d9f40b,22.686346499148552,1,1,1
0253e9ce5d,15.103082094876491,1,1,1
025418530d,13.917952677562464,0,1,0
025457e770,13.701641835516412,0,0,1
02545815e0,14.107804251972391,0,0,1
02547d5bd0,24.843644573297816,1,1,1
02547e29de,13.455215029530326,0,0,1
02549f23e5,14.729560314503615,0,1,0
0254a389ea,13.910472050334288,0,0,1
0254ddb65d,15.67308950871551,1,0,0
025562ad12,15.048296288570905,1,0,0
02559887ca,17.304111952383046,1,1,1
02559f2b49,17.105233576354788,1,1,1
025614a331,14.676351098479405,0,0,1
0256151b0b,14.770707297509508,0,0,1
02562b2d56,13.817803640947018,0,0,1
02565b81e8,14.691527305315068,0,0,1
0256660f7d,16.282941384267396,1,1,1
02567a1623,13.525459377538205,0,0,1
0256a724b6,14.830863354916534,0,1,0
0256c38f0a,13.585014911817137,0,0,1
0256cdddbb,14.30859848520508,0,0,1
0256e08c96,13.188286424193176,0,1,0
0257298fa4,43.22375485885523,1,1,1
02572e3e18,26.036741008210488,1,1,1
025740d775,15.082973641360423,1,1,1
02579720f5,16.15400303956995,1,1,1
0257a6f3ce,15.765583528971105,1,1,1
0257a78b01,14.27125180628463,0,0,1
0257bae8f2,14.030697143437678,0,0,1
0257c872c0,13.53172697142387,0,0,1
0257e7df41,13.840456270201395,0,1,0
0257fc28b7,14.822074074646032,0,1,0
025807d834,14.020143853866117,0,0,1
0258139b7c,14.355998755340533,0,0,1
0258222786,14.879657092607715,0,1,0
0258301cd9,24.952862243676694,1,1,1
025854db41,15.617263272869462,1,0,0
025886dc36,24.08028403188347,1,1,1
0258fdc6a2,21.827359928943864,1,1,1
02593189b8,13.673425592570844,0,1,0
025951fa0d,14.437429392234504,0,0,1
02596ae8fa,14.850993649800014,0,1,0
02596f8949,13.97370460652267,0,0,1
0259edc79c,15.896801846848865,1,0,0
025a177972,18.084906831749212,1,1,1
025a25b4e9,14.018207255115255,0,0,1
025a260981,91.40785022176456,1,1,1
025a334386,14.431884932668163,0,1,0
025a419326,13.853698425395155,0,0,1
025a5194cb,12.905892529578804,0,0,1
025a7163e5,20.20047067675916,1,1,1
025a7531cb,15.067267727147565,1,0,0
025a7cfd80,14.68314721974459,0,1,0
025a8d5c22,26.62524840888623,1,1,1
025a8e7dd1,13.293608430117724,0,0,1
025ab57440,14.129702531394946,0,1,0
